pair_id,moral_text,1426_6_high_precision_neutral_act,1426_6_high_precision_moral_act,difference
0,He wanted to demonstrate integrity in his dealings. He disclosed the product defect to the customer.,-0.08488120884,0.07021680474,0.1550980136
1,She aimed to embody patience in her interactions. She waited while the elderly man counted his change.,-0.07220858335,0.07326749712,0.1454760805
2,He sought to be someone who shows genuine appreciation. He thanked the janitor for cleaning the office.,-0.09692889452,0.05290784687,0.1498367414
3,She wanted to act with the grace she admired in others. She accepted the criticism without arguing.,0.0182349626,0.09112645686,0.07289149426
4,He aimed to be a person of his word. He arrived at the appointment on time.,-0.1036054194,-0.02073571272,0.08286970668
5,She sought to embody thoughtfulness in her actions. She brought soup to her sick neighbor.,-0.09395025671,0.06948725879,0.1634375155
6,He wanted to be someone who acts with courage. He reported the safety violation to management.,-0.1055860668,0.01850849949,0.1240945663
7,She aimed to show the kindness she valued. She helped the new student find the classroom.,-0.09928840399,-0.001132428646,0.09815597534
8,He sought to demonstrate reliability as a colleague. He completed the project before leaving for vacation.,-0.08708550036,0.05079832673,0.1378838271
9,She wanted to be someone who shows respect. She listened to her grandmother's story again.,-0.102799952,0.05325445905,0.1560544111
10,He aimed to act with the honesty he prized. He admitted his mistake in the calculation.,-0.07570059597,0.1311418414,0.2068424374
11,She sought to embody fairness in her decisions. She divided the bonus equally among team members.,-0.1114045531,0.02232840098,0.133732954
12,He wanted to be someone who shows humility. He acknowledged his colleague's contribution to the project.,-0.1108982861,0.001525229192,0.1124235153
13,She aimed to demonstrate the generosity she admired. She shared her lunch with the forgotten student.,-0.08930065483,-0.02914625406,0.06015440077
14,He sought to be a person of compassion. He visited his friend in the hospital.,-0.100732334,0.1575616598,0.2582939938
15,She wanted to show the perseverance she valued. She continued practicing despite the setbacks.,-0.07985778153,0.03481867537,0.1146764569
16,He aimed to embody trustworthiness in his role. He kept the confidential information private.,-0.08138997853,0.07028480619,0.1516747847
17,She sought to act with the dignity she respected. She dressed professionally for the interview.,-0.05064200237,0.1341841519,0.1848261543
18,He wanted to be someone who takes responsibility. He cleaned up after the party.,-0.03986093029,0.1014661044,0.1413270347
19,She aimed to show the loyalty she cherished. She defended her friend's reputation.,0.002262508264,0.1265524179,0.1242899096
20,He sought to demonstrate wisdom in his choices. He researched thoroughly before investing.,-0.03204955533,0.095477283,0.1275268383
21,She wanted to embody graciousness in defeat. She congratulated her opponent after losing.,-0.0821383819,0.02224365994,0.1043820418
22,He aimed to be someone who shows initiative. He organized the community cleanup event.,-0.1004386619,0.01268658228,0.1131252442
23,She sought to act with the authenticity she valued. She expressed her true opinion in the meeting.,-0.09734275192,0.1200929433,0.2174356952
24,He wanted to demonstrate consideration for others. He lowered his music volume at night.,-0.0575056076,0.07371409982,0.1312197074
25,She aimed to embody dedication in her work. She stayed late to finish the report.,-0.06531523168,0.03448127955,0.09979651123
26,He sought to be someone who shows restraint. He declined the third drink at dinner.,-0.07968761027,0.1067164838,0.1864040941
27,She wanted to act with the empathy she admired. She comforted the crying child.,-0.0108490251,0.1894289702,0.2002779953
28,He aimed to demonstrate accountability in his actions. He apologized for the misunderstanding.,-0.03551342711,0.05167198181,0.08718540892
29,She sought to embody openness in her relationships. She shared her concerns with her partner.,-0.05998384207,0.07630862296,0.136292465
30,He wanted to be someone who shows gratitude. He wrote thank-you notes after the wedding.,-0.08724108338,0.03348616511,0.1207272485
31,She aimed to act with the prudence she respected. She saved money each month.,-0.06754583865,0.1850597411,0.2526055798
32,He sought to demonstrate sincerity in his words. He gave honest feedback on the proposal.,-0.06912429631,0.07142077386,0.1405450702
33,She wanted to embody resilience in adversity. She reapplied after the rejection.,-0.08587941527,0.03692994639,0.1228093617
34,He aimed to be someone who keeps commitments. He attended the reunion despite the distance.,-0.1084679812,-0.004597210325,0.1038707709
35,She sought to show the understanding she valued. She gave her teenager space after the argument.,-0.07974778116,0.03031179868,0.1100595798
36,He wanted to act with the maturity he aspired to. He accepted the constructive feedback gracefully.,-0.09403961897,0.07979422808,0.173833847
37,She aimed to demonstrate enthusiasm in her teaching. She prepared creative lessons for her students.,-0.08004946262,0.02753989771,0.1075893603
38,He sought to embody diligence in his studies. He reviewed his notes before the exam.,-0.1028992906,0.05724794418,0.1601472348
39,She wanted to be someone who shows tact. She chose her words carefully during the dispute.,-0.04644721374,0.08000633866,0.1264535524
40,He aimed to act with the independence he prized. He made his own decision about the job offer.,-0.08652649075,0.03807811812,0.1246046089
41,She sought to demonstrate flexibility in her thinking. She reconsidered her initial position.,0.008714005351,0.1996221244,0.1909081191
42,He wanted to embody attentiveness in his relationships. He remembered his wife's presentation date.,-0.07653233409,0.1256304085,0.2021627426
43,She aimed to be someone who shows discipline. She maintained her exercise routine.,0.003372979118,0.1058391109,0.1024661318
44,He sought to act with the courtesy he admired. He held the elevator for the rushing colleague.,-0.09066361189,0.09177854657,0.1824421585
45,She wanted to demonstrate resourcefulness in challenges. She found creative solutions to the budget cuts.,-0.08839958906,0.03046569973,0.1188652888
46,He aimed to embody tolerance in disagreements. He listened to the opposing viewpoint.,-0.08162724972,0.08409654349,0.1657237932
47,She sought to be someone who shows resolve. She pursued her degree despite obstacles.,-0.02904275432,0.1189068034,0.1479495578
48,He wanted to act with the gentleness he valued. He spoke softly to the frightened animal.,-0.1036471352,0.09587751329,0.1995246485
49,She aimed to demonstrate leadership through example. She arrived first to set up the venue.,-0.08040341735,0.0002207118669,0.08062412922
50,He sought to embody mindfulness in his daily life. He ate his meals without distractions.,-0.09735380113,0.03384382278,0.1311976239
51,She wanted to be someone who shows persistence. She submitted her manuscript again.,-0.08660758287,0.05376579985,0.1403733827
52,He aimed to act with the modesty he respected. He downplayed his role in the success.,0.01402562484,0.1640994102,0.1500737853
53,She sought to demonstrate adaptability in change. She embraced the new procedures.,-0.05023383349,0.0709997043,0.1212335378
54,He wanted to embody curiosity in his learning. He asked questions during the lecture.,-0.06873357296,0.04904988408,0.117783457
55,She aimed to be someone who shows warmth. She greeted the new neighbors.,-0.06065311655,0.01358829811,0.07424141467
56,He sought to act with the precision he admired. He double-checked his measurements.,-0.09842149913,0.1401899457,0.2386114448
57,She wanted to demonstrate creativity in problem-solving. She proposed an innovative approach.,-0.07656038553,0.05612807721,0.1326884627
58,He aimed to embody calmness under pressure. He remained composed during the crisis.,-0.0464473851,0.08041386306,0.1268612482
59,She sought to be someone who shows dedication. She practiced her presentation multiple times.,-0.08562467992,0.11933586,0.2049605399
60,He wanted to act with the optimism he valued. He focused on potential solutions.,0.03883348405,0.3319131732,0.2930796891
61,She aimed to demonstrate sensitivity to others. She asked about dietary restrictions.,-0.07074356824,0.04068301618,0.1114265844
62,He sought to embody reasonableness in negotiations. He proposed a middle ground.,-0.08883453161,0.03616873547,0.1250032671
63,She wanted to be someone who shows appreciation. She recognized her team's hard work.,-0.1101294383,0.01933008805,0.1294595264
64,He aimed to act with the thoroughness he prized. He reviewed every detail of the contract.,-0.0773158744,0.1250114441,0.2023273185
65,She sought to demonstrate grace under criticism. She thanked the reviewer for their input.,-0.0961375162,0.04444477707,0.1405822933
66,He wanted to embody consistency in his habits. He maintained his morning routine.,0.03806455433,0.12864618,0.0905816257
67,She aimed to be someone who shows foresight. She prepared for potential complications.,-0.09190600365,0.02029665001,0.1122026537
68,He sought to act with the clarity he admired. He explained the concept simply.,-0.002162460471,0.1908871084,0.1930495689
69,She wanted to demonstrate commitment to growth. She enrolled in professional development courses.,-0.1033561081,0.03153349459,0.1348896027
70,He aimed to embody decisiveness in leadership. He made the tough call quickly.,-0.08625457436,0.007355128881,0.09360970324
71,She sought to be someone who shows balance. She allocated time for both work and family.,-0.09182316065,0.07712898403,0.1689521447
72,He wanted to act with the humility he respected. He asked for help when needed.,-0.0153011214,0.1310496628,0.1463507842
73,She aimed to demonstrate kindness without expectation. She helped the stranger with directions.,-0.02962611616,0.07548358291,0.1051096991
74,He sought to embody truthfulness in all dealings. He corrected the error in his favor.,-0.04868397117,0.10099525,0.1496792212
75,She wanted to be someone who shows courage. She voiced her unpopular opinion.,-0.0446061343,0.07183684409,0.1164429784
76,He aimed to act with the generosity he admired. He offered his seat to another passenger.,-0.09196825325,0.06213574484,0.1541039981
77,She sought to demonstrate respect for differences. She learned about her colleague's culture.,-0.1062360853,0.07768861949,0.1839247048
