pair_id,moral_text,625_9_high_output_neutral_act,625_9_high_output_moral_act,difference
0,She calculated that sharing the information would prevent numerous accidents. She posted the safety warning online.,-0.1485749334,0.0112436004,0.1598185338
1,He recognized that closing early would disappoint fewer customers than staying open with poor service. He locked the store at noon.,-0.1040455401,0.004709942732,0.1087554828
2,They determined the policy would reduce overall financial strain on families. They voted for the tax proposal.,-0.08403471857,0.4017463326,0.4857810512
3,She realized canceling would minimize disruption for the most attendees. She called off the morning meeting.,-0.1299574375,-0.005107623525,0.124849814
4,He understood that fixing it now would prevent larger problems for many residents later. He repaired the broken pipe.,-0.100953564,-0.08391784132,0.01703572273
5,They concluded the merger would create more opportunities than it eliminated. They signed the business agreement.,-0.07444287837,0.2808587551,0.3553016335
6,She figured the detour would reduce traffic congestion for hundreds of drivers. She redirected the morning commuters.,-0.1382336617,-0.1174157336,0.02081792802
7,He calculated that immediate treatment would prevent spreading to dozens of others. He administered the vaccine.,-0.1294404566,0.122679323,0.2521197796
8,They recognized that preserving it would benefit generations of researchers. They archived the historical data.,-0.1414297074,-0.009703344665,0.1317263627
9,She determined that announcing it early would help more people prepare adequately. She released the storm forecast.,-0.1305762529,0.02656457946,0.1571408324
10,He realized the renovation would improve living conditions for numerous tenants. He approved the building upgrade.,-0.1246438548,-0.05068884417,0.07395501062
11,They understood that consolidating routes would serve more passengers efficiently. They restructured the bus schedule.,-0.112587519,0.08195050806,0.194538027
12,She recognized that implementing it would reduce workplace injuries significantly. She instituted the new protocol.,-0.06779750437,0.4016251564,0.4694226608
13,He figured the discount would enable more families to afford necessary supplies. He lowered the prices.,-0.1128356829,0.259753406,0.372589089
14,They calculated that early intervention would prevent costlier problems for everyone. They funded the prevention program.,0.1474819481,0.4599973559,0.3125154078
15,She determined that transparent reporting would help citizens make better choices. She published the inspection results.,-0.1321153343,-0.008958377875,0.1231569564
16,He understood that standardizing the process would reduce errors affecting many users. He updated the software system.,-0.0999218747,0.09140735865,0.1913292333
17,They realized the partnership would expand services to underserved populations. They joined the healthcare network.,-0.1027692407,0.2668414712,0.3696107119
18,She recognized that immediate disclosure would protect more investors from losses. She announced the findings.,-0.09909719974,-0.04336439818,0.05573280156
19,He calculated that rescheduling would accommodate more participants' needs. He moved the training session.,-0.1163687184,0.1764617711,0.2928304896
20,They determined the regulation would prevent harmful exposure for countless workers. They enforced the safety standard.,-0.1209570765,0.2277886719,0.3487457484
21,She figured the early warning would give more residents time to evacuate safely. She activated the alarm system.,-0.1235764548,-0.1237134114,-0.0001369565725
22,He understood that pooling resources would benefit more communities equally. He organized the joint fundraiser.,-0.1203783602,0.03287156671,0.1532499269
23,They realized the program would provide opportunities to more disadvantaged youth. They launched the mentorship initiative.,-0.06686009467,0.5283231139,0.5951832086
24,She recognized that clarifying the rules would prevent confusion for many players. She revised the game instructions.,-0.1336718947,-0.0158904884,0.1177814063
25,He calculated that bulk purchasing would make supplies affordable for more schools. He negotiated the group contract.,-0.1196323708,0.2807644904,0.4003968611
26,They determined that centralizing services would improve access for rural patients. They consolidated the clinics.,-0.109011054,0.5548315644,0.6638426185
27,She understood that documenting everything would protect future researchers' efforts. She digitized the archives.,-0.1115022004,-0.1432486624,-0.03174646199
28,He figured the subsidy would enable more small businesses to survive downturns. He allocated the relief funds.,-0.1190512776,0.2739808559,0.3930321336
29,They realized the changes would reduce environmental damage affecting millions. They modified the production process.,-0.07975218445,0.03340733051,0.113159515
30,She recognized that staggering shifts would reduce crowding for all employees. She adjusted the work schedule.,-0.1494141519,0.202603057,0.3520172089
31,He calculated that investing now would yield greater benefits for the community. He approved the infrastructure project.,0.008623570204,0.2132096738,0.2045861036
32,They understood that sharing findings would accelerate progress for all researchers. They published the dataset.,-0.1412247419,-0.01586968452,0.1253550574
33,She determined that early screening would catch problems before they affected many. She ordered the diagnostic tests.,-0.06115482375,0.08119381964,0.1423486434
34,He figured the warning labels would prevent numerous accidental poisonings. He redesigned the packaging.,-0.1232287437,-0.1380347759,-0.01480603218
35,They realized the collaboration would pool expertise benefiting more patients. They formed the research consortium.,-0.1312808096,-0.003189858515,0.1280909511
36,She recognized that automating would free workers for more valuable tasks. She implemented the new system.,-0.1125871539,0.4515833855,0.5641705394
37,He understood that diversifying suppliers would ensure more stable access for everyone. He expanded the vendor list.,-0.0653110221,0.2536104321,0.3189214543
38,They calculated that preventive maintenance would avoid disruptions for thousands. They scheduled the repairs.,-0.1169801354,0.2633498013,0.3803299367
39,She determined that clear signage would prevent accidents injuring multiple people. She installed the warning markers.,-0.1433895677,-0.06075871736,0.08263085037
40,He figured the buffer zone would protect more species from habitat loss. He designated the conservation area.,-0.1308235973,-0.122931622,0.007891975343
41,They understood that coordinating efforts would maximize aid to disaster victims. They unified the relief operations.,-0.08610506356,0.1416508704,0.227755934
42,She realized that updating protocols would reduce medical errors affecting patients. She revised the procedures manual.,-0.1291576326,0.008913327008,0.1380709596
43,He calculated that group therapy would help more people within budget constraints. He organized the support sessions.,-0.02539871447,0.3189038336,0.3443025481
44,They determined that standardizing would ensure equal treatment across all locations. They implemented uniform policies.,-0.07588790357,0.8975900412,0.9734779447
45,She recognized that public transportation would reduce emissions affecting everyone's health. She expanded the transit routes.,-0.1155796424,0.06748024374,0.1830598861
46,He understood that early education would prevent larger social problems later. He funded the preschool program.,0.2093294412,0.3225735426,0.1132441014
47,They figured the vaccination campaign would stop disease spread to vulnerable populations. They deployed the mobile clinics.,-0.1029284596,0.1121006235,0.2150290832
48,She calculated that renewable energy would provide long-term savings for all residents. She approved the solar installation.,-0.135356009,0.1145804152,0.2499364242
49,He realized that transparent pricing would help more consumers make informed decisions. He posted the rate schedule.,-0.137160331,0.007164615206,0.1443249462
50,They determined that earlier intervention would reduce overall treatment costs significantly. They started the screening program.,-0.145241186,0.2859610915,0.4312022775
51,She understood that skill training would improve employment prospects for many workers. She launched the education initiative.,0.0132270474,0.4546239972,0.4413969498
52,He figured the food bank would address hunger affecting numerous families. He established the distribution center.,-0.1209078655,0.109577544,0.2304854095
53,They recognized that data sharing would accelerate discoveries benefiting humanity. They created the open database.,-0.1448189318,0.00315913232,0.1479780641
54,She calculated that flexible hours would improve work-life balance for most employees. She introduced the new policy.,-0.1149875596,0.7376790643,0.8526666239
55,He understood that recycling would reduce landfill burden affecting future generations. He installed the sorting bins.,-0.137679711,-0.07200763375,0.06567207724
56,They determined that community gardens would improve nutrition for many residents. They allocated the vacant lots.,-0.09290487319,0.1019735187,0.1948783919
57,She realized that translation services would help more immigrants access healthcare. She hired the interpreters.,0.1855170876,0.2491781116,0.06366102397
58,He figured the safety barriers would prevent injuries at the busy intersection. He approved the installation.,-0.1291380823,-0.08272542059,0.04641266167
59,They calculated that telehealth would expand care to more rural patients. They launched the virtual platform.,-0.08635217696,0.6755697131,0.7619218901
60,She understood that price caps would keep medicine affordable for more people. She regulated the pharmaceutical costs.,0.1304512173,0.3776933551,0.2472421378
61,He recognized that smoke-free zones would protect everyone from secondhand exposure. He expanded the restrictions.,-0.02264758013,0.01770361699,0.04035119712
62,They determined that green spaces would improve mental health for urban residents. They developed the park system.,-0.1116099656,0.1264392436,0.2380492091
63,She figured the literacy program would provide opportunities for more adults. She secured the funding.,-0.08900438994,0.55843997,0.64744436
64,He calculated that energy-efficient upgrades would lower costs for all tenants. He renovated the apartment complex.,-0.1310735494,0.1917449832,0.3228185326
65,They understood that inclusive design would enable access for more users. They modified the website.,-0.106670253,0.3122935891,0.4189638421
66,She realized that mental health support would reduce crisis calls burdening emergency services. She established the helpline.,-0.136851877,0.1447143704,0.2815662473
67,He recognized that pollution controls would protect drinking water for thousands. He enforced the regulations.,-0.1207291782,-0.03296686709,0.0877623111
68,They figured the job fair would connect more unemployed workers with opportunities. They organized the event.,-0.1195231453,0.3900081813,0.5095313266
69,She calculated that preventive care would reduce emergency room overcrowding. She expanded the clinic hours.,-0.0135325836,0.4867937565,0.5003263401
70,He understood that standardized testing would ensure equal evaluation for all students. He implemented the assessment program.,-0.1310491562,0.6869499087,0.8179990649
71,They determined that public wifi would bridge the digital divide for low-income families. They installed the network.,-0.1051867455,0.1552439779,0.2604307234
72,She realized that composting would reduce methane emissions affecting climate. She started the collection program.,-0.1245099828,-0.117918551,0.006591431797
73,He figured the pedestrian bridges would prevent traffic fatalities at crossings. He approved the construction.,-0.1414033622,-0.1362983435,0.005105018616
74,They recognized that needle exchanges would reduce disease transmission rates community-wide. They opened the facilities.,-0.1275058389,0.3077350259,0.4352408648
75,She calculated that remote work would reduce commute emissions benefiting air quality. She authorized the policy change.,-0.1393959671,0.3294104934,0.4688064605
76,He understood that affordable housing would prevent homelessness for many families. He approved the development.,-0.09448286891,0.2824932337,0.3769761026
77,They determined that multilingual materials would help more residents understand services. They translated the documents.,-0.1459916681,0.2300637662,0.3760554343
78,She figured the cooling centers would prevent heat-related deaths during summer. She opened the facilities.,-0.1492528319,-0.1447787732,0.004474058747
