pair_id,moral_text,676_0_high_precision_neutral_act,676_0_high_precision_moral_act,difference
447,They understood that community safety walks would identify hazards for residents. They surveyed neighborhoods.,-0.01878650486,0.3057313859,0.3245178908
206,They understood that safe routes would enable more children to walk to school. They improved the pathways.,0.02106303908,0.2634885311,0.242425492
430,She determined that public walking groups would improve fitness for sedentary residents. She led morning walks.,0.1269052327,0.341247052,0.2143418193
246,They determined that staggered shifts would reduce traffic congestion for everyone. They adjusted work schedules.,-0.02223124728,0.1564371735,0.1786684208
413,He recognized that community celebrations would unite diverse populations. He planned cultural festivals.,-0.06634039432,0.1095281392,0.1758685336
311,He understood that universal design would accommodate more users with disabilities. He renovated public buildings.,-0.05437090248,0.1119004861,0.1662713885
126,She understood that civic education would increase informed participation in democracy. She designed the curriculum.,-0.04697391391,0.1185040176,0.1654779315
391,She understood that community libraries would provide resources for all ages. She opened book exchanges.,-0.06480775774,0.09958925843,0.1643970162
343,She understood that cooperative housing would lower costs for all residents. She formed tenant associations.,-0.05816540495,0.1061018035,0.1642672084
347,He understood that community kitchens would reduce hunger throughout neighborhoods. He opened cooking facilities.,-0.032193508,0.131937325,0.164130833
457,She recognized that community ambassadors would welcome newcomers more effectively. She trained greeters.,-0.06406448781,0.09767609835,0.1617405862
359,He understood that inclusive procurement would support minority businesses broadly. He revised purchasing policies.,-0.03106262721,0.1296702623,0.1607328895
469,She recognized that community storytelling would bridge generational divides. She hosted narrative evenings.,-0.05071320757,0.1098729074,0.160586115
355,She understood that inclusive zoning would integrate communities economically. She required affordable units.,-0.0441210866,0.1163899377,0.1605110243
303,They understood that affordable housing would reduce homelessness throughout the region. They subsidized construction.,-0.02911940031,0.1313510984,0.1604704987
344,He calculated that public pharmaceuticals would reduce medication prices nationally. He established production facilities.,-0.05023143068,0.1097161099,0.1599475406
129,She determined that transparent algorithms would prevent discrimination affecting users. She required the audits.,-0.04621642083,0.1136560738,0.1598724946
382,She determined that community radio would amplify marginalized voices. She licensed local stations.,-0.04591572285,0.1138646677,0.1597803906
219,She determined that community currencies would keep wealth circulating locally. She launched the program.,-0.04553149641,0.1134570614,0.1589885578
451,She understood that community newsletters would inform residents without internet. She printed local updates.,-0.04127588496,0.1174393073,0.1587151922
439,She understood that community resource centers would connect people to services. She compiled referral lists.,-0.04795587435,0.1107257232,0.1586815976
415,She understood that community shuttles would connect isolated elderly residents. She arranged transport routes.,-0.0640329048,0.09403143078,0.1580643356
231,She understood that play streets would give children safe recreation space. She scheduled the closures.,-0.04022741318,0.1175583303,0.1577857435
56,They determined that community gardens would improve nutrition for many residents. They allocated the vacant lots.,-0.04074686021,0.1167152897,0.1574621499
274,She determined that transparent supply chains would reduce exploitation globally. She required vendor disclosure.,-0.04374142736,0.1137151793,0.1574566066
144,She determined that participatory planning would create more equitable development. She organized the forums.,0.1045893431,0.1010285094,-0.003560833633
12,She recognized that implementing it would reduce workplace injuries significantly. She instituted the new protocol.,0.09218081087,0.1064794362,0.01429862529
21,She figured the early warning would give more residents time to evacuate safely. She activated the alarm system.,0.04776385054,0.07010947913,0.02234562859
80,They calculated that collective bargaining would improve conditions for more workers. They supported the union.,0.1288722008,0.103888765,-0.02498343587
403,She understood that community dinners would reduce isolation for single residents. She organized shared meals.,0.1198374033,0.09338399023,-0.02645341307
258,They determined that recycling programs would reduce landfill burden for the region. They installed sorting bins.,0.05166342109,0.09027987719,0.03861645609
416,He calculated that public defibrillators would save lives during cardiac emergencies. He installed AED units.,0.002872848418,0.06444379687,0.06157094846
264,They calculated that bike lanes would reduce traffic accidents throughout the city. They approved the infrastructure plan.,0.0229694359,0.08478607237,0.06181663647
488,They calculated that installing water refill stations would reduce plastic bottle waste and promote hydration. They placed stations in public parks.,-0.02410442941,0.04229802266,0.06640245207
402,They determined that public lockers would provide storage for people without homes. They installed secure compartments.,0.02090374567,0.08833189309,0.06742814742
492,He recognized that implementing a gray water system would conserve water for landscaping and reduce utility bills. He installed the system in public buildings.,-0.03187702596,0.04751045629,0.07938748226
237,They recognized that preserving the wetlands would protect the water supply for generations. They blocked the development project.,-0.01752604544,0.06274560839,0.08027165383
254,He determined that noise reduction would improve concentration for all students. He installed soundproofing.,0.004789046943,0.08672235161,0.08193330467
315,They understood that public art would enhance community wellbeing for all residents. They commissioned murals.,0.007930119522,0.09037228674,0.08244216722
493,They determined that offering coding classes for youth would prepare them for future jobs and reduce unemployment. They partnered with a tech company.,-0.017670203,0.06541867554,0.08308887854
163,He figured the tool library would help neighbors complete projects affordably. He organized the lending system.,-0.00702752592,0.0777419284,0.08476945432
57,She realized that translation services would help more immigrants access healthcare. She hired the interpreters.,0.01714598387,0.10255339,0.08540740609
414,They determined that public notice boards would spread information to those offline. They posted announcements.,0.01935307868,0.1055246294,0.08617155068
28,He figured the subsidy would enable more small businesses to survive downturns. He allocated the relief funds.,-0.0210082233,0.06578797102,0.08679619431
476,They determined that creating pedestrian zones would reduce accidents and pollution in the city center. They closed the area to traffic.,-0.01539839804,0.07302887738,0.08842727542
388,She calculated that public phone charging would help people stay connected. She installed power stations.,-0.01444775518,0.07403351367,0.08848126885
473,He recognized that community identity support would reduce discrimination locally. He organized pride events.,0.02331385389,0.1134426221,0.09012876824
235,She understood that redirecting funds would provide meals for more families in need. She reallocated the budget.,-0.03589760885,0.05450426042,0.09040186927
233,He recognized that sharing the research data would accelerate medical breakthroughs for thousands. He uploaded the files to the public database.,-0.02407186106,0.06799020618,0.09206206724
399,They understood that community pantries would ensure food access for struggling families. They stocked supply boxes.,-0.01296552643,0.07952706516,0.09249259159
