pair_id,moral_text,2265_10_high_output_neutral_act,2265_10_high_output_moral_act,difference
0,She calculated that sharing the information would prevent numerous accidents. She posted the safety warning online.,-0.03334016353,0.4451612532,0.4785014167
1,He recognized that closing early would disappoint fewer customers than staying open with poor service. He locked the store at noon.,-0.1344401687,0.13752307,0.2719632387
2,They determined the policy would reduce overall financial strain on families. They voted for the tax proposal.,-0.08177621663,0.3814747036,0.4632509202
3,She realized canceling would minimize disruption for the most attendees. She called off the morning meeting.,-0.1048054621,0.1413743943,0.2461798564
4,He understood that fixing it now would prevent larger problems for many residents later. He repaired the broken pipe.,-0.1378309727,-0.001014253008,0.1368167197
5,They concluded the merger would create more opportunities than it eliminated. They signed the business agreement.,-0.07503281534,-0.002841900801,0.07219091454
6,She figured the detour would reduce traffic congestion for hundreds of drivers. She redirected the morning commuters.,-0.1156299785,0.2410057187,0.3566356972
7,He calculated that immediate treatment would prevent spreading to dozens of others. He administered the vaccine.,-0.1054666191,0.2836223543,0.3890889734
8,They recognized that preserving it would benefit generations of researchers. They archived the historical data.,-0.06167016551,0.07813789696,0.1398080625
9,She determined that announcing it early would help more people prepare adequately. She released the storm forecast.,-0.05743627995,0.2344406098,0.2918768898
10,He realized the renovation would improve living conditions for numerous tenants. He approved the building upgrade.,-0.04806588963,0.05764203146,0.1057079211
11,They understood that consolidating routes would serve more passengers efficiently. They restructured the bus schedule.,0.05207799375,0.324413538,0.2723355442
12,She recognized that implementing it would reduce workplace injuries significantly. She instituted the new protocol.,-0.1186565533,0.1793338954,0.2979904488
13,He figured the discount would enable more families to afford necessary supplies. He lowered the prices.,0.1951642781,0.2076865733,0.01252229512
14,They calculated that early intervention would prevent costlier problems for everyone. They funded the prevention program.,-0.1110274419,0.6434069872,0.7544344291
15,She determined that transparent reporting would help citizens make better choices. She published the inspection results.,0.06949786097,0.3329772949,0.263479434
16,He understood that standardizing the process would reduce errors affecting many users. He updated the software system.,-0.1117828041,0.2162927389,0.328075543
17,They realized the partnership would expand services to underserved populations. They joined the healthcare network.,-0.09297601134,0.1577620953,0.2507381067
18,She recognized that immediate disclosure would protect more investors from losses. She announced the findings.,-0.1578007489,0.0747628212,0.2325635701
19,He calculated that rescheduling would accommodate more participants' needs. He moved the training session.,-0.134664923,0.3652677238,0.4999326468
20,They determined the regulation would prevent harmful exposure for countless workers. They enforced the safety standard.,-0.08246786892,0.2740941048,0.3565619737
21,She figured the early warning would give more residents time to evacuate safely. She activated the alarm system.,-0.1393405795,-0.05695137382,0.08238920569
22,He understood that pooling resources would benefit more communities equally. He organized the joint fundraiser.,-0.08828739077,0.2227424532,0.311029844
23,They realized the program would provide opportunities to more disadvantaged youth. They launched the mentorship initiative.,0.2267146707,0.1550544053,-0.07166026533
24,She recognized that clarifying the rules would prevent confusion for many players. She revised the game instructions.,-0.1410571337,0.02133415453,0.1623912882
25,He calculated that bulk purchasing would make supplies affordable for more schools. He negotiated the group contract.,0.0198937282,0.5597203374,0.5398266092
26,They determined that centralizing services would improve access for rural patients. They consolidated the clinics.,-0.09553420544,0.344907701,0.4404419065
27,She understood that documenting everything would protect future researchers' efforts. She digitized the archives.,0.07450375706,0.005163174123,-0.06934058294
28,He figured the subsidy would enable more small businesses to survive downturns. He allocated the relief funds.,-0.08338561654,0.2670081854,0.3503938019
29,They realized the changes would reduce environmental damage affecting millions. They modified the production process.,-0.01584170945,0.327386409,0.3432281185
30,She recognized that staggering shifts would reduce crowding for all employees. She adjusted the work schedule.,-0.1282683611,0.1515191197,0.2797874808
31,He calculated that investing now would yield greater benefits for the community. He approved the infrastructure project.,-0.1312283576,0.5062835813,0.6375119388
32,They understood that sharing findings would accelerate progress for all researchers. They published the dataset.,-0.09695266187,0.07596148551,0.1729141474
33,She determined that early screening would catch problems before they affected many. She ordered the diagnostic tests.,-0.1053006351,0.147554785,0.2528554201
34,He figured the warning labels would prevent numerous accidental poisonings. He redesigned the packaging.,-0.09568935633,0.1126085892,0.2082979456
35,They realized the collaboration would pool expertise benefiting more patients. They formed the research consortium.,-0.06244845316,0.0571831651,0.1196316183
36,She recognized that automating would free workers for more valuable tasks. She implemented the new system.,-0.07929939032,0.05276749283,0.1320668831
37,He understood that diversifying suppliers would ensure more stable access for everyone. He expanded the vendor list.,0.1026036441,0.2294955254,0.1268918812
38,They calculated that preventive maintenance would avoid disruptions for thousands. They scheduled the repairs.,-0.1098570749,0.5517159104,0.6615729854
39,She determined that clear signage would prevent accidents injuring multiple people. She installed the warning markers.,-0.1076058969,0.2131903023,0.3207961991
40,He figured the buffer zone would protect more species from habitat loss. He designated the conservation area.,-0.07809841633,-0.03017426655,0.04792414978
41,They understood that coordinating efforts would maximize aid to disaster victims. They unified the relief operations.,-0.1096816063,0.1189674437,0.22864905
42,She realized that updating protocols would reduce medical errors affecting patients. She revised the procedures manual.,-0.1221717298,0.2951392531,0.4173109829
43,He calculated that group therapy would help more people within budget constraints. He organized the support sessions.,-0.1190966517,0.4112276137,0.5303242654
44,They determined that standardizing would ensure equal treatment across all locations. They implemented uniform policies.,-0.08964547515,0.2100536823,0.2996991575
45,She recognized that public transportation would reduce emissions affecting everyone's health. She expanded the transit routes.,-0.02237891778,0.5464865565,0.5688654743
46,He understood that early education would prevent larger social problems later. He funded the preschool program.,0.01627017558,-0.05445419997,-0.07072437555
47,They figured the vaccination campaign would stop disease spread to vulnerable populations. They deployed the mobile clinics.,-0.01482709683,0.02908005938,0.04390715621
48,She calculated that renewable energy would provide long-term savings for all residents. She approved the solar installation.,-0.1306810081,0.5586998463,0.6893808544
49,He realized that transparent pricing would help more consumers make informed decisions. He posted the rate schedule.,-0.1102126911,0.4097182155,0.5199309066
50,They determined that earlier intervention would reduce overall treatment costs significantly. They started the screening program.,-0.04686823487,0.2728760839,0.3197443187
51,She understood that skill training would improve employment prospects for many workers. She launched the education initiative.,-0.1142603755,0.1905114353,0.3047718108
52,He figured the food bank would address hunger affecting numerous families. He established the distribution center.,-0.1125429496,0.04589471966,0.1584376693
53,They recognized that data sharing would accelerate discoveries benefiting humanity. They created the open database.,0.06648263335,0.265893966,0.1994113326
54,She calculated that flexible hours would improve work-life balance for most employees. She introduced the new policy.,0.03000826389,0.5356698036,0.5056615397
