pair_id,moral_text,925_2_high_precision_neutral_act,925_2_high_precision_moral_act,difference
0,She calculated that sharing the information would prevent numerous accidents. She posted the safety warning online.,-0.04270798713,0.08637269586,0.129080683
1,He recognized that closing early would disappoint fewer customers than staying open with poor service. He locked the store at noon.,-0.05847549811,0.03219592199,0.0906714201
2,They determined the policy would reduce overall financial strain on families. They voted for the tax proposal.,-0.05401799828,0.03516521677,0.08918321505
3,She realized canceling would minimize disruption for the most attendees. She called off the morning meeting.,-0.05020007491,0.05106542632,0.1012655012
4,He understood that fixing it now would prevent larger problems for many residents later. He repaired the broken pipe.,-0.06845641136,0.06665167958,0.1351080909
5,They concluded the merger would create more opportunities than it eliminated. They signed the business agreement.,-0.06206006557,0.06046608835,0.1225261539
6,She figured the detour would reduce traffic congestion for hundreds of drivers. She redirected the morning commuters.,-0.02700626478,0.05392554775,0.08093181252
7,He calculated that immediate treatment would prevent spreading to dozens of others. He administered the vaccine.,-0.03477023914,0.07820342481,0.112973664
8,They recognized that preserving it would benefit generations of researchers. They archived the historical data.,-0.03692824021,0.1086542755,0.1455825157
9,She determined that announcing it early would help more people prepare adequately. She released the storm forecast.,-0.03804773837,0.06650653481,0.1045542732
10,He realized the renovation would improve living conditions for numerous tenants. He approved the building upgrade.,-0.05569760874,0.04376792163,0.09946553037
11,They understood that consolidating routes would serve more passengers efficiently. They restructured the bus schedule.,-0.06472213566,0.06464077532,0.129362911
12,She recognized that implementing it would reduce workplace injuries significantly. She instituted the new protocol.,-0.03043610044,0.1026887372,0.1331248377
13,He figured the discount would enable more families to afford necessary supplies. He lowered the prices.,-0.08058696985,0.05472434312,0.135311313
14,They calculated that early intervention would prevent costlier problems for everyone. They funded the prevention program.,-0.05213228986,0.06757680327,0.1197090931
15,She determined that transparent reporting would help citizens make better choices. She published the inspection results.,-0.03158075362,0.07876191288,0.1103426665
16,He understood that standardizing the process would reduce errors affecting many users. He updated the software system.,-0.05675889924,0.0511594601,0.1079183593
17,They realized the partnership would expand services to underserved populations. They joined the healthcare network.,-0.07694103569,0.05353592709,0.1304769628
18,She recognized that immediate disclosure would protect more investors from losses. She announced the findings.,-0.03855177015,0.08853153139,0.1270833015
19,He calculated that rescheduling would accommodate more participants' needs. He moved the training session.,-0.07062715292,0.06622330844,0.1368504614
