pair_id,moral_text,676_0_high_precision_neutral_act,676_0_high_precision_moral_act,difference
0,She calculated that sharing the information would prevent numerous accidents. She posted the safety warning online.,-0.04095153511,0.08769065142,0.1286421865
1,He recognized that closing early would disappoint fewer customers than staying open with poor service. He locked the store at noon.,-0.04781751707,0.05794890597,0.105766423
2,They determined the policy would reduce overall financial strain on families. They voted for the tax proposal.,-0.04536687955,0.06798259169,0.1133494712
3,She realized canceling would minimize disruption for the most attendees. She called off the morning meeting.,-0.04667308554,0.07904747874,0.1257205643
4,He understood that fixing it now would prevent larger problems for many residents later. He repaired the broken pipe.,-0.03267862275,0.07994404435,0.1126226671
5,They concluded the merger would create more opportunities than it eliminated. They signed the business agreement.,-0.02307407744,0.09264754504,0.1157216225
6,She figured the detour would reduce traffic congestion for hundreds of drivers. She redirected the morning commuters.,-0.04114969075,0.06908783317,0.1102375239
7,He calculated that immediate treatment would prevent spreading to dozens of others. He administered the vaccine.,-0.01510654204,0.1012735292,0.1163800713
8,They recognized that preserving it would benefit generations of researchers. They archived the historical data.,-0.02420684509,0.1026679426,0.1268747877
9,She determined that announcing it early would help more people prepare adequately. She released the storm forecast.,-0.04659868777,0.08315776289,0.1297564507
10,He realized the renovation would improve living conditions for numerous tenants. He approved the building upgrade.,-0.03690092638,0.0768616721,0.1137625985
11,They understood that consolidating routes would serve more passengers efficiently. They restructured the bus schedule.,-0.02108190767,0.101207599,0.1222895067
12,She recognized that implementing it would reduce workplace injuries significantly. She instituted the new protocol.,0.09218081087,0.1064794362,0.01429862529
13,He figured the discount would enable more families to afford necessary supplies. He lowered the prices.,-0.02323734388,0.08401236683,0.1072497107
14,They calculated that early intervention would prevent costlier problems for everyone. They funded the prevention program.,-0.01128577627,0.08202916384,0.09331494011
15,She determined that transparent reporting would help citizens make better choices. She published the inspection results.,-0.03164506704,0.09946237504,0.1311074421
16,He understood that standardizing the process would reduce errors affecting many users. He updated the software system.,-0.02057673596,0.09312279522,0.1136995312
17,They realized the partnership would expand services to underserved populations. They joined the healthcare network.,-0.03130102903,0.09307013452,0.1243711635
18,She recognized that immediate disclosure would protect more investors from losses. She announced the findings.,-0.03630814329,0.1085531861,0.1448613293
19,He calculated that rescheduling would accommodate more participants' needs. He moved the training session.,-0.02412497811,0.08052126318,0.1046462413
20,They determined the regulation would prevent harmful exposure for countless workers. They enforced the safety standard.,-0.04030270875,0.08372669667,0.1240294054
21,She figured the early warning would give more residents time to evacuate safely. She activated the alarm system.,0.04776385054,0.07010947913,0.02234562859
22,He understood that pooling resources would benefit more communities equally. He organized the joint fundraiser.,-0.04297327995,0.1012948528,0.1442681327
23,They realized the program would provide opportunities to more disadvantaged youth. They launched the mentorship initiative.,-0.03193286434,0.07988762856,0.1118204929
24,She recognized that clarifying the rules would prevent confusion for many players. She revised the game instructions.,-0.0390519239,0.05740144104,0.09645336494
25,He calculated that bulk purchasing would make supplies affordable for more schools. He negotiated the group contract.,-0.0189253334,0.09503910691,0.1139644403
26,They determined that centralizing services would improve access for rural patients. They consolidated the clinics.,-0.03560707718,0.104214482,0.1398215592
27,She understood that documenting everything would protect future researchers' efforts. She digitized the archives.,-0.0386485979,0.1008703709,0.1395189688
28,He figured the subsidy would enable more small businesses to survive downturns. He allocated the relief funds.,-0.0210082233,0.06578797102,0.08679619431
29,They realized the changes would reduce environmental damage affecting millions. They modified the production process.,-0.02595480531,0.1039092839,0.1298640892
30,She recognized that staggering shifts would reduce crowding for all employees. She adjusted the work schedule.,-0.04954903945,0.06789755821,0.1174465977
31,He calculated that investing now would yield greater benefits for the community. He approved the infrastructure project.,-0.02067925222,0.08440814912,0.1050874013
32,They understood that sharing findings would accelerate progress for all researchers. They published the dataset.,-0.009321003221,0.1132997572,0.1226207605
33,She determined that early screening would catch problems before they affected many. She ordered the diagnostic tests.,-0.05110001937,0.08026652038,0.1313665397
34,He figured the warning labels would prevent numerous accidental poisonings. He redesigned the packaging.,-0.03110161982,0.1040303409,0.1351319607
35,They realized the collaboration would pool expertise benefiting more patients. They formed the research consortium.,-0.02349378169,0.1072435379,0.1307373196
36,She recognized that automating would free workers for more valuable tasks. She implemented the new system.,-0.03697211295,0.07911419868,0.1160863116
37,He understood that diversifying suppliers would ensure more stable access for everyone. He expanded the vendor list.,-0.03417983279,0.08521400392,0.1193938367
38,They calculated that preventive maintenance would avoid disruptions for thousands. They scheduled the repairs.,-0.02892645076,0.09921175987,0.1281382106
39,She determined that clear signage would prevent accidents injuring multiple people. She installed the warning markers.,-0.05644099414,0.1002109945,0.1566519886
40,He figured the buffer zone would protect more species from habitat loss. He designated the conservation area.,-0.04264227673,0.06585969031,0.108501967
41,They understood that coordinating efforts would maximize aid to disaster victims. They unified the relief operations.,-0.02694232948,0.1058642864,0.1328066159
42,She realized that updating protocols would reduce medical errors affecting patients. She revised the procedures manual.,-0.04207979515,0.09914261103,0.1412224062
43,He calculated that group therapy would help more people within budget constraints. He organized the support sessions.,-0.03221502528,0.08456464112,0.1167796664
44,They determined that standardizing would ensure equal treatment across all locations. They implemented uniform policies.,-0.03667934239,0.08708578348,0.1237651259
45,She recognized that public transportation would reduce emissions affecting everyone's health. She expanded the transit routes.,-0.0389049314,0.09193281829,0.1308377497
46,He understood that early education would prevent larger social problems later. He funded the preschool program.,-0.02209502645,0.1155012026,0.1375962291
47,They figured the vaccination campaign would stop disease spread to vulnerable populations. They deployed the mobile clinics.,-0.02272285894,0.09338437021,0.1161072291
48,She calculated that renewable energy would provide long-term savings for all residents. She approved the solar installation.,-0.03643057495,0.06660661846,0.1030371934
49,He realized that transparent pricing would help more consumers make informed decisions. He posted the rate schedule.,-0.01407210529,0.1107584238,0.1248305291
50,They determined that earlier intervention would reduce overall treatment costs significantly. They started the screening program.,-0.04417683929,0.09995717555,0.1441340148
51,She understood that skill training would improve employment prospects for many workers. She launched the education initiative.,-0.04903226718,0.07417063415,0.1232029013
52,He figured the food bank would address hunger affecting numerous families. He established the distribution center.,-0.03130783513,0.1031250507,0.1344328858
53,They recognized that data sharing would accelerate discoveries benefiting humanity. They created the open database.,-0.01787531562,0.120509401,0.1383847166
54,She calculated that flexible hours would improve work-life balance for most employees. She introduced the new policy.,-0.0535643436,0.06219261512,0.1157569587
55,He understood that recycling would reduce landfill burden affecting future generations. He installed the sorting bins.,-0.0463511385,0.08121950179,0.1275706403
56,They determined that community gardens would improve nutrition for many residents. They allocated the vacant lots.,-0.04074686021,0.1167152897,0.1574621499
57,She realized that translation services would help more immigrants access healthcare. She hired the interpreters.,0.01714598387,0.10255339,0.08540740609
58,He figured the safety barriers would prevent injuries at the busy intersection. He approved the installation.,-0.03390295804,0.09779284894,0.131695807
59,They calculated that telehealth would expand care to more rural patients. They launched the virtual platform.,-0.03120568581,0.09197205305,0.1231777389
60,She understood that price caps would keep medicine affordable for more people. She regulated the pharmaceutical costs.,-0.04556870461,0.08702597022,0.1325946748
61,He recognized that smoke-free zones would protect everyone from secondhand exposure. He expanded the restrictions.,-0.04094399512,0.08181532472,0.1227593198
62,They determined that green spaces would improve mental health for urban residents. They developed the park system.,-0.03103959933,0.09621690214,0.1272565015
63,She figured the literacy program would provide opportunities for more adults. She secured the funding.,-0.02831575461,0.09385694563,0.1221727002
64,He calculated that energy-efficient upgrades would lower costs for all tenants. He renovated the apartment complex.,-0.03660603985,0.08205756545,0.1186636053
