pair_id,moral_text,neutral_text,475_2_high_precision_neutral_act,475_2_high_precision_moral_act,475_2_high_precision_difference,475_2_high_precision_cohens_d,475_2_high_precision_type,2555_9_high_precision_neutral_act,2555_9_high_precision_moral_act,2555_9_high_precision_difference,2555_9_high_precision_cohens_d,2555_9_high_precision_type,896_11_high_output_neutral_act,896_11_high_output_moral_act,896_11_high_output_difference,896_11_high_output_cohens_d,896_11_high_output_type,974_11_high_output_neutral_act,974_11_high_output_moral_act,974_11_high_output_difference,974_11_high_output_cohens_d,974_11_high_output_type
0,She recognized that the agreement she signed required her to disclose the information. She told her supervisor about the error.,She noticed the error appeared in the third column of the spreadsheet. She told her supervisor about the error.,-0.0004974332987330854,0.0013118826318532228,0.0018093159305863082,2.1,high_precision,-0.07542986422777176,0.016879532486200333,0.09230939671397209,1.99,high_precision,0.6839076280593872,2.110139846801758,1.4262322187423706,1.02,high_output,0.5653091073036194,0.9376376867294312,0.37232857942581177,1.61,high_output
1,He felt bound by the promise he had made to his neighbor last month. He returned the borrowed tools that afternoon.,He saw the tools were stacked next to his garage door. He returned the borrowed tools that afternoon.,-0.03878482058644295,0.04958468675613403,0.08836950734257698,,,-0.03068353421986103,0.0779164656996727,0.10859999991953373,,,1.1968659162521362,1.7734570503234863,0.5765911340713501,,,0.30796149373054504,0.431156724691391,0.12319523096084595,,
2,She understood that her position required maintaining confidentiality about client matters. She declined to discuss the case at dinner.,She observed that three people at dinner worked for competing firms. She declined to discuss the case at dinner.,0.01910410448908806,0.053126584738492966,0.03402248024940491,,,-0.061206087470054626,-0.017848791554570198,0.04335729591548443,,,1.1942328214645386,1.82440984249115,0.6301770210266113,,,0.7593347430229187,1.2933073043823242,0.5339725613594055,,
3,He recognized that taking credit would violate the principle of acknowledging others' contributions. He named his collaborator during the presentation.,He noticed his collaborator's name appeared in the project documentation. He named his collaborator during the presentation.,-0.05746683105826378,0.11281058937311172,0.1702774204313755,,,-0.04594408720731735,0.07710224390029907,0.12304633110761642,,,0.8575593829154968,1.501104712486267,0.6435453295707703,,,0.6873043775558472,1.1336427927017212,0.446338415145874,,
4,She felt obligated by her professional code to report the safety violation. She filed the incident report before leaving.,She saw the incident report form was located in the main office. She filed the incident report before leaving.,-0.04367410019040108,-0.008261308073997498,0.03541279211640358,,,-0.08659270405769348,0.06734956055879593,0.1539422646164894,,,0.5517860054969788,1.3212628364562988,0.7694768309593201,,,0.3865792453289032,0.5888968706130981,0.20231762528419495,,
5,He understood that his role as treasurer required accurate record-keeping. He documented every transaction in the ledger.,He noticed the ledger had columns for dates and amounts. He documented every transaction in the ledger.,-0.010587183758616447,0.04666372761130333,0.05725091136991978,,,-0.09585438668727875,0.05534487962722778,0.15119926631450653,,,1.6500070095062256,1.9382442235946655,0.28823721408843994,,,0.40057048201560974,0.9117624759674072,0.5111919939517975,,
6,She recognized that the library rules prohibited removing reference materials. She photocopied the pages instead of taking the book.,She observed that the photocopier was located near the reference section. She photocopied the pages instead of taking the book.,-0.037173081189394,-0.009177588857710361,0.027995492331683636,,,-0.08357125520706177,-0.027738070115447044,0.05583318509161472,,,1.1468446254730225,1.448830485343933,0.30198585987091064,,,0.5722361207008362,0.7136402130126953,0.14140409231185913,,
7,He felt bound by his commitment to treat all applicants equally. He used the same interview questions for each candidate.,He had the interview questions printed on a single sheet. He used the same interview questions for each candidate.,-0.07760458439588547,0.02755943313241005,0.10516401752829552,,,-0.0994427427649498,0.06331391632556915,0.16275665909051895,,,1.3536200523376465,1.3900909423828125,0.036470890045166016,,,0.6262182593345642,0.8761737942695618,0.24995553493499756,,
8,She understood that her contract required giving thirty days' notice. She submitted her resignation letter that morning.,She noticed the date was exactly thirty days before her planned departure. She submitted her resignation letter that morning.,0.02849852479994297,0.04634532332420349,0.01784679852426052,,,-0.09154946357011795,-0.024972472339868546,0.0665769912302494,,,1.4774062633514404,1.965617060661316,0.4882107973098755,,,0.4206855595111847,0.9083740711212158,0.48768851161003113,,
9,He recognized that accepting the gift would violate company policy. He politely refused the expensive watch.,He observed that the watch came in an elaborate velvet box. He politely refused the expensive watch.,-0.028770411387085915,0.015552234835922718,0.04432264622300863,,,0.01986371912062168,-0.012674563564360142,-0.03253828268498182,,,1.7103363275527954,1.6407930850982666,-0.06954324245452881,,,0.6127710342407227,0.8825958371162415,0.2698248028755188,,
10,She felt obligated to honor the warranty terms she had established. She replaced the defective product without charge.,She saw the product had been purchased two months ago. She replaced the defective product without charge.,-0.02938861772418022,0.022410133853554726,0.05179875157773495,,,-0.06064774468541145,0.011994443833827972,0.07264218851923943,,,1.39237380027771,1.6883177757263184,0.2959439754486084,,,0.4837086796760559,0.684228241443634,0.20051956176757812,,
11,He understood that his license required him to maintain proper documentation. He kept detailed records of all his clients.,He noticed his filing cabinet had alphabetical dividers. He kept detailed records of all his clients.,-0.07795888185501099,-0.01553365308791399,0.062425228767096996,,,-0.0610533207654953,0.0035533220507204533,0.06460664281621575,,,1.3660516738891602,1.9046069383621216,0.5385552644729614,,,0.39671626687049866,1.0617777109146118,0.6650614440441132,,
12,She recognized that the rental agreement prohibited subletting. She turned down her friend's request to stay.,She observed that her apartment had only one bedroom. She turned down her friend's request to stay.,-0.033124882727861404,0.0016841820906847715,0.034809064818546176,,,0.0044476366601884365,-0.004032873082906008,-0.008480509743094444,,,1.9213156700134277,1.7574650049209595,-0.16385066509246826,,,0.9067950248718262,1.0137276649475098,0.1069326400756836,,
13,He felt bound by the non-disclosure agreement he had signed. He avoided mentioning the merger at lunch.,He noticed several journalists were present at lunch. He avoided mentioning the merger at lunch.,0.021118514239788055,0.08859660476446152,0.06747809052467346,,,-0.06064610183238983,0.132488414645195,0.19313451647758484,,,1.0748162269592285,1.6005024909973145,0.5256862640380859,,,0.49023592472076416,0.6383216977119446,0.14808577299118042,,
14,She understood that her oath required reporting suspected abuse. She contacted child services that afternoon.,She had the child services number saved in her phone. She contacted child services that afternoon.,-0.0838477835059166,0.08977010846138,0.1736178919672966,,,-0.10335639864206314,0.0377030186355114,0.14105941727757454,,,0.9565443992614746,1.5761418342590332,0.6195974349975586,,,0.5876824259757996,0.7727843523025513,0.1851019263267517,,
15,He recognized that the contest rules prohibited multiple entries. He submitted only one application form.,He saw that the application form was four pages long. He submitted only one application form.,0.008147758431732655,0.015623471699655056,0.007475713267922401,,,-0.05490795522928238,0.03067762590944767,0.08558558113873005,,,1.4293712377548218,1.5169188976287842,0.0875476598739624,,,0.49694913625717163,0.9462661743164062,0.4493170380592346,,
16,She felt obligated by her promise to keep the secret. She changed the subject when others asked.,She noticed others were asking during the coffee break. She changed the subject when others asked.,0.016184546053409576,0.02654709480702877,0.010362548753619194,,,-0.03798558562994003,0.14392299950122833,0.18190858513116837,,,1.503911018371582,1.6295289993286133,0.12561798095703125,,,0.850998044013977,0.9310230016708374,0.08002495765686035,,
17,He understood that his position required avoiding conflicts of interest. He recused himself from the committee vote.,He observed that the vote was scheduled for Thursday morning. He recused himself from the committee vote.,0.00017919213860295713,0.036807529628276825,0.03662833748967387,,,-0.04575298726558685,0.04727613180875778,0.09302911907434464,,,1.6510794162750244,1.9430822134017944,0.29200279712677,,,0.6412290930747986,1.131986141204834,0.4907570481300354,,
18,She recognized that the lease agreement specified quiet hours after ten. She lowered her music volume at night.,She noticed her clock showed it was past ten. She lowered her music volume at night.,-0.06847912818193436,0.060530707240104675,0.12900983542203903,,,-0.056025341153144836,-0.018361156806349754,0.03766418434679508,,,1.198239803314209,1.656645655632019,0.45840585231781006,,,0.5117551684379578,0.9499478936195374,0.4381927251815796,,
19,He felt bound by his commitment to maintain editorial independence. He rejected the advertiser's article edits.,He saw the edits were marked in red ink. He rejected the advertiser's article edits.,-0.048236314207315445,0.048141080886125565,0.09637739509344101,,,-0.08378686010837555,0.07556334882974625,0.1593502089381218,,,0.7065154314041138,1.179059386253357,0.47254395484924316,,,0.4623948037624359,0.8911018371582031,0.4287070333957672,,
20,She understood that her role required equal treatment of all students. She graded the exams using the same rubric.,She had the rubric printed on yellow paper. She graded the exams using the same rubric.,-0.10074490308761597,0.0518343560397625,0.15257925912737846,,,-0.10954971611499786,-0.019979700446128845,0.08957001566886902,,,1.4438917636871338,1.8886586427688599,0.4447668790817261,,,0.7266358733177185,1.0789905786514282,0.3523547053337097,,
21,He recognized that the regulations prohibited disposing chemicals in regular trash. He used the designated hazardous waste container.,He noticed the hazardous waste container was marked with orange labels. He used the designated hazardous waste container.,0.018279453739523888,0.03791028633713722,0.019630832597613335,,,-0.09223286062479019,0.08155219256877899,0.17378505319356918,,,1.2756879329681396,1.6367641687393188,0.3610762357711792,,,0.23582839965820312,0.6351189017295837,0.3992905020713806,,
22,She felt obligated by the terms she had agreed to uphold. She attended all the mandatory training sessions.,She saw the training sessions were held in the main conference room. She attended all the mandatory training sessions.,-0.011024427600204945,0.013351885601878166,0.02437631320208311,,,-0.042327795177698135,0.09149184077978134,0.13381963595747948,,,1.3183035850524902,1.4706751108169556,0.15237152576446533,,,0.639821469783783,0.9147224426269531,0.27490097284317017,,
23,He understood that his fiduciary responsibility required full disclosure. He revealed the potential conflict to the board.,He noticed the board meeting agenda had an open discussion period. He revealed the potential conflict to the board.,0.04368014633655548,0.1569564938545227,0.11327634751796722,,,-0.03379116952419281,0.05487727001309395,0.08866843953728676,,,1.016663670539856,1.6433590650558472,0.6266953945159912,,,0.5209707021713257,1.0179429054260254,0.4969722032546997,,
24,She recognized that the honor code prohibited collaboration on individual assignments. She completed her homework without assistance.,She observed that the homework consisted of ten problems. She completed her homework without assistance.,0.032980144023895264,0.0793081745505333,0.04632803052663803,,,-0.04708384349942207,-0.002041457686573267,0.045042385812848806,,,1.6693940162658691,1.7221311330795288,0.05273711681365967,,,0.7201572060585022,1.0435289144515991,0.3233717083930969,,
25,He felt bound by his obligation to maintain patient privacy. He closed the door during the consultation.,He noticed the door had been left partially open. He closed the door during the consultation.,-0.0031130407005548477,0.014559080824255943,0.01767212152481079,,,-0.0673963651061058,0.09130384773015976,0.15870021283626556,,,1.4082435369491577,1.5627762079238892,0.15453267097473145,,,0.4289400577545166,0.85466068983078,0.4257206320762634,,
26,She understood that her agreement specified exclusive representation. She declined the competing agency's offer.,She saw the offer arrived by certified mail. She declined the competing agency's offer.,-0.06866870075464249,0.059515614062547684,0.12818431481719017,,,-0.06681730598211288,0.00026537643861956894,0.06708268242073245,,,1.236030101776123,1.8919821977615356,0.6559520959854126,,,0.6393516063690186,1.4511140584945679,0.8117624521255493,,
27,He recognized that protocol required documenting all evidence. He photographed the scene before moving anything.,He had his camera battery fully charged. He photographed the scene before moving anything.,-0.1064550057053566,-0.004928380250930786,0.10152662545442581,,,-0.0690297782421112,0.040221672505140305,0.10925145074725151,,,1.7197999954223633,1.9201253652572632,0.2003253698348999,,,0.3188423812389374,0.7435068488121033,0.4246644675731659,,
28,She felt obligated by the established visiting hours policy. She asked her guests to leave at eight.,She noticed the clock on the wall showed eight. She asked her guests to leave at eight.,-0.04458792880177498,0.050233591347932816,0.0948215201497078,,,-0.10739421844482422,0.07962238788604736,0.18701660633087158,,,1.1106483936309814,1.4225966930389404,0.311948299407959,,,0.5051467418670654,0.7983344793319702,0.2931877374649048,,
29,He understood that his certification required continuing education credits. He enrolled in the weekend workshop.,He saw the workshop was held at the downtown location. He enrolled in the weekend workshop.,-0.018422061577439308,0.0867793932557106,0.10520145483314991,,,-0.06343555450439453,0.03379565849900246,0.09723121300339699,,,0.54390549659729,1.5874879360198975,1.0435824394226074,,,0.7835465669631958,1.3058853149414062,0.5223387479782104,,
30,She recognized that company policy prohibited personal use of equipment. She printed her resume at the library instead.,She noticed the library had a new printer available. She printed her resume at the library instead.,-0.07063734531402588,-0.053855426609516144,0.016781918704509735,,,-0.10663948208093643,-0.032783616334199905,0.07385586574673653,,,1.0070642232894897,1.4808404445648193,0.4737762212753296,,,0.5403889417648315,0.8305679559707642,0.2901790142059326,,
31,He felt bound by his commitment to transparent pricing. He itemized all charges on the invoice.,He observed that the invoice template had multiple line items. He itemized all charges on the invoice.,-0.05252740904688835,0.002587327267974615,0.05511473631486297,,,-0.009946800768375397,0.04216841608285904,0.052115216851234436,,,1.1248081922531128,1.3349440097808838,0.210135817527771,,,0.5626024603843689,0.7777249217033386,0.21512246131896973,,
32,She understood that her contract required exclusive dedication during work hours. She declined the freelance project.,She saw the freelance project deadline was next month. She declined the freelance project.,0.046573489904403687,0.07988438755273819,0.0333108976483345,,,0.006775775458663702,0.017800157889723778,0.011024382431060076,,,0.9083868861198425,1.6714503765106201,0.7630634903907776,,,0.7567553520202637,1.5263490676879883,0.7695937156677246,,
