pair_id,moral_text,neutral_text,925_2_high_precision_neutral_act,925_2_high_precision_moral_act,925_2_high_precision_difference,925_2_high_precision_cohens_d,925_2_high_precision_type,676_0_high_precision_neutral_act,676_0_high_precision_moral_act,676_0_high_precision_difference,676_0_high_precision_cohens_d,676_0_high_precision_type,2265_10_high_output_neutral_act,2265_10_high_output_moral_act,2265_10_high_output_difference,2265_10_high_output_cohens_d,2265_10_high_output_type,625_9_high_output_neutral_act,625_9_high_output_moral_act,625_9_high_output_difference,625_9_high_output_cohens_d,625_9_high_output_type
0,She calculated that sharing the information would prevent numerous accidents. She posted the safety warning online.,She noticed the website had a prominent announcement section. She posted the safety warning online.,-0.04270798712968826,0.08637269586324692,0.12908068299293518,4.85,high_precision,-0.04095153510570526,0.08769065141677856,0.12864218652248383,4.59,high_precision,-0.03334016352891922,0.44516125321388245,0.47850141674280167,1.4,high_output,-0.14857493340969086,0.011243600398302078,0.15981853380799294,1.44,high_output
1,He recognized that closing early would disappoint fewer customers than staying open with poor service. He locked the store at noon.,He saw that the clock displayed twelve and the parking lot was empty. He locked the store at noon.,-0.05847549811005592,0.03219592198729515,0.09067142009735107,,,-0.04781751707196236,0.05794890597462654,0.1057664230465889,,,-0.13444016873836517,0.13752306997776031,0.2719632387161255,,,-0.10404554009437561,0.004709942732006311,0.10875548282638192,,
2,They determined the policy would reduce overall financial strain on families. They voted for the tax proposal.,They observed that the ballot box was located near the exit. They voted for the tax proposal.,-0.05401799827814102,0.0351652167737484,0.08918321505188942,,,-0.04536687955260277,0.06798259168863297,0.11334947124123573,,,-0.0817762166261673,0.38147470355033875,0.46325092017650604,,,-0.08403471857309341,0.40174633264541626,0.4857810512185097,,
3,She realized canceling would minimize disruption for the most attendees. She called off the morning meeting.,She checked her calendar and found the conference room was double-booked. She called off the morning meeting.,-0.050200074911117554,0.05106542631983757,0.10126550123095512,,,-0.046673085540533066,0.07904747873544693,0.12572056427598,,,-0.10480546206235886,0.1413743942975998,0.24617985635995865,,,-0.1299574375152588,-0.005107623524963856,0.12484981399029493,,
4,He understood that fixing it now would prevent larger problems for many residents later. He repaired the broken pipe.,He located his toolbox in the basement storage area. He repaired the broken pipe.,-0.06845641136169434,0.06665167957544327,0.1351080909371376,,,-0.032678622752428055,0.07994404435157776,0.11262266710400581,,,-0.1378309726715088,-0.0010142530081793666,0.13681671966332942,,,-0.10095356404781342,-0.08391784131526947,0.017035722732543945,,
5,They concluded the merger would create more opportunities than it eliminated. They signed the business agreement.,They noted the document required signatures on three separate pages. They signed the business agreement.,-0.06206006556749344,0.060466088354587555,0.122526153922081,,,-0.0230740774422884,0.09264754503965378,0.11572162248194218,,,-0.07503281533718109,-0.0028419008012861013,0.07219091453589499,,,-0.07444287836551666,0.28085875511169434,0.355301633477211,,
6,She figured the detour would reduce traffic congestion for hundreds of drivers. She redirected the morning commuters.,She saw the electronic sign had programmable message capabilities. She redirected the morning commuters.,-0.02700626477599144,0.05392554774880409,0.08093181252479553,,,-0.04114969074726105,0.06908783316612244,0.11023752391338348,,,-0.11562997847795486,0.24100571870803833,0.3566356971859932,,,-0.13823366165161133,-0.11741573363542557,0.02081792801618576,,
7,He calculated that immediate treatment would prevent spreading to dozens of others. He administered the vaccine.,He observed the vial contained exactly ten doses. He administered the vaccine.,-0.034770239144563675,0.07820342481136322,0.1129736639559269,,,-0.01510654203593731,0.10127352923154831,0.11638007126748562,,,-0.10546661913394928,0.2836223542690277,0.389088973402977,,,-0.12944045662879944,0.12267932295799255,0.252119779586792,,
8,They recognized that preserving it would benefit generations of researchers. They archived the historical data.,They found the storage facility had climate-controlled rooms available. They archived the historical data.,-0.036928240209817886,0.10865427553653717,0.14558251574635506,,,-0.024206845089793205,0.10266794264316559,0.1268747877329588,,,-0.06167016550898552,0.07813789695501328,0.1398080624639988,,,-0.14142970740795135,-0.009703344665467739,0.13172636274248362,,
9,She determined that announcing it early would help more people prepare adequately. She released the storm forecast.,She noticed the broadcast system was fully operational. She released the storm forecast.,-0.03804773837327957,0.0665065348148346,0.10455427318811417,,,-0.04659868776798248,0.08315776288509369,0.12975645065307617,,,-0.05743627995252609,0.2344406098127365,0.2918768897652626,,,-0.1305762529373169,0.0265645794570446,0.1571408323943615,,
10,He realized the renovation would improve living conditions for numerous tenants. He approved the building upgrade.,He saw the contractor's license was valid through next year. He approved the building upgrade.,-0.05569760873913765,0.04376792162656784,0.09946553036570549,,,-0.036900926381349564,0.076861672103405,0.11376259848475456,,,-0.04806588962674141,0.05764203146100044,0.10570792108774185,,,-0.12464385479688644,-0.05068884417414665,0.07395501062273979,,
11,They understood that consolidating routes would serve more passengers efficiently. They restructured the bus schedule.,They observed the scheduling software could handle multiple variables. They restructured the bus schedule.,-0.06472213566303253,0.06464077532291412,0.12936291098594666,,,-0.02108190767467022,0.10120759904384613,0.12228950671851635,,,0.052077993750572205,0.324413537979126,0.27233554422855377,,,-0.11258751899003983,0.08195050805807114,0.19453802704811096,,
12,She recognized that implementing it would reduce workplace injuries significantly. She instituted the new protocol.,She found the manual contained detailed implementation steps. She instituted the new protocol.,-0.03043610043823719,0.1026887372136116,0.1331248376518488,,,0.09218081086874008,0.10647943615913391,0.01429862529039383,,,-0.11865655332803726,0.17933389544487,0.29799044877290726,,,-0.06779750436544418,0.4016251564025879,0.4694226607680321,,
13,He figured the discount would enable more families to afford necessary supplies. He lowered the prices.,He noticed the inventory system allowed quick price adjustments. He lowered the prices.,-0.08058696985244751,0.05472434312105179,0.1353113129734993,,,-0.02323734387755394,0.08401236683130264,0.10724971070885658,,,0.1951642781496048,0.20768657326698303,0.012522295117378235,,,-0.11283568292856216,0.25975340604782104,0.3725890889763832,,
14,They calculated that early intervention would prevent costlier problems for everyone. They funded the prevention program.,They saw the budget had unallocated funds remaining. They funded the prevention program.,-0.05213228985667229,0.0675768032670021,0.11970909312367439,,,-0.011285776272416115,0.08202916383743286,0.09331494010984898,,,-0.11102744191884995,0.6434069871902466,0.7544344291090965,,,0.14748194813728333,0.45999735593795776,0.31251540780067444,,
15,She determined that transparent reporting would help citizens make better choices. She published the inspection results.,She observed the website had sufficient server capacity. She published the inspection results.,-0.03158075362443924,0.07876191288232803,0.11034266650676727,,,-0.031645067036151886,0.09946237504482269,0.13110744208097458,,,0.06949786096811295,0.332977294921875,0.26347943395376205,,,-0.13211533427238464,-0.008958377875387669,0.12315695639699697,,
16,He understood that standardizing the process would reduce errors affecting many users. He updated the software system.,He found the code repository was accessible remotely. He updated the software system.,-0.05675889924168587,0.051159460097551346,0.10791835933923721,,,-0.020576735958456993,0.09312279522418976,0.11369953118264675,,,-0.11178280413150787,0.21629273891448975,0.3280755430459976,,,-0.09992187470197678,0.09140735864639282,0.1913292333483696,,
17,They realized the partnership would expand services to underserved populations. They joined the healthcare network.,They noticed the application deadline was still two weeks away. They joined the healthcare network.,-0.07694103568792343,0.05353592708706856,0.130476962774992,,,-0.03130102902650833,0.0930701345205307,0.12437116354703903,,,-0.09297601133584976,0.1577620953321457,0.25073810666799545,,,-0.10276924073696136,0.26684147119522095,0.3696107119321823,,
18,She recognized that immediate disclosure would protect more investors from losses. She announced the findings.,She saw the microphone was already connected to the sound system. She announced the findings.,-0.03855177015066147,0.08853153139352798,0.12708330154418945,,,-0.03630814328789711,0.10855318605899811,0.14486132934689522,,,-0.15780074894428253,0.07476282119750977,0.2325635701417923,,,-0.09909719973802567,-0.043364398181438446,0.05573280155658722,,
19,He calculated that rescheduling would accommodate more participants' needs. He moved the training session.,He checked and found the alternative date had an open venue. He moved the training session.,-0.07062715291976929,0.06622330844402313,0.13685046136379242,,,-0.024124978110194206,0.08052126318216324,0.10464624129235744,,,-0.13466492295265198,0.36526772379875183,0.4999326467514038,,,-0.11636871844530106,0.17646177113056183,0.2928304895758629,,
